"Complex","Conditional","Essential","Nonessential","<NA>","protein_count","essentiality_fraction","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"FC2839",0,0,2,0,2,0,2,"Literature","Ubiquitin E3 ligase (UBADC1, RNF123)","Ubiquitin E3 ligase (UBADC1, RNF123)",NA,"MI:0007- anti tag coimmunoprecipitation","Ubiquitin E3 ligase (UBADC1, RNF123)","CORUM","Human","15531880","FBgn0028372 FBgn0038296 "
"FC284",0,0,4,0,4,0,4,"Literature","PKC-alpha-PLD1-PLC-gamma-2 signaling complex, lacritin stimulated","PKC-alpha-PLD1-PLC-gamma-2 signaling complex, lacritin stimulated",NA,"MI:0006- anti bait coimmunoprecipitation","PKC-alpha-PLD1-PLC-gamma-2 signaling complex, lacritin stimulated","CORUM","Human","16923831","FBgn0004784 FBgn0003091 FBgn0033075 FBgn0003416 "
"FC2840",0,0,3,0,3,0,3,"Literature","ITGA4-ITGB1-CD81 complex","ITGA4-ITGB1-CD81 complex",NA,"MI:0019- coimmunoprecipitation","ITGA4-ITGB1-CD81 complex","CORUM","Human","10229664","FBgn0027865 FBgn0004657 FBgn0003328 "
"FC2841",0,0,3,0,3,0,3,"Literature","EGFR-CBL-GRB2 complex","EGFR-CBL-GRB2 complex",NA,"MI:0055- fluorescent resonance energy transfer","EGFR-CBL-GRB2 complex","CORUM","Human","15782196","FBgn0020224 FBgn0004638 FBgn0003731 "
"FC2842",0,0,2,0,2,0,2,"Literature","putative complex without known function","putative complex without known function",NA,"Predicted by MS data (cluster was obtained from literature)","HT_DM_Cluster502","Additional publication","Fly","22036573","FBgn0031637 FBgn0035823 "
"FC2843",0,0,2,0,2,0,2,"Literature","putative complex without known function","putative complex without known function",NA,"Predicted by MS data (cluster was obtained from literature)","HT_DM_Cluster540","Additional publication","Fly","22036573","FBgn0028543 FBgn0034583 "
"FC2844",1,13,10,0,24,0.541666666666667,24,"Literature","PA700 complex","PA700 complex",NA,"MI:0226- ion exchange chromatography | MI:0071- molecular sieving","PA700 complex","CORUM","Human","9148964","FBgn0028686 FBgn0028695 FBgn0028687 FBgn0039788 FBgn0037742 FBgn0015283 FBgn0002787 FBgn0028694 FBgn0028691 FBgn0028690 FBgn0028693 FBgn0028692 FBgn0028684 FBgn0020369 FBgn0036465 FBgn0015282 FBgn0030457 FBgn0038166 FBgn0028688 FBgn0261396 FBgn0028689 FBgn0028685 FBgn0031473 FBgn0036224 "
"FC2845",0,3,6,0,9,0.333333333333333,9,"Literature","FIB-associated protein complex","FIB-associated protein complex",NA,"MI:0007- anti tag coimmunoprecipitation","FIB-associated protein complex","CORUM","Human","14583623","FBgn0037834 FBgn0003884 FBgn0003886 FBgn0038090 FBgn0003062 FBgn0003890 FBgn0034259 FBgn0015925 FBgn0003885 "
"FC2846",1,0,6,0,7,0,7,"Literature","BRCA1-BARD1-BACH1-DNA damage complex II","BRCA1-BARD1-BACH1-DNA damage complex II",NA,"MI:0029- cosedimentation through density gradients | MI:0006- anti bait coimmunoprecipitation","BRCA1-BARD1-BACH1-DNA damage complex II","CORUM","Human","16391231","FBgn0036305 FBgn0020270 FBgn0034728 FBgn0002878 FBgn0000338 FBgn0261530 FBgn0040994 "
"FC2848",0,0,3,0,3,0,3,"Literature","MRIP-MBS-RHOA complex","MRIP-MBS-RHOA complex",NA,"MI:0019- coimmunoprecipitation","MRIP-MBS-RHOA complex","CORUM","Human","14506264","FBgn0014020 FBgn0003016 FBgn0005536 "
"FC2849",0,0,2,0,2,0,2,"Literature","BRCA1-cABL complex","BRCA1-cABL complex",NA,"MI:0006- anti bait coimmunoprecipitation","BRCA1-cABL complex","CORUM","Human","12024016","FBgn0000017 FBgn0040994 "
"FC2850",0,0,5,0,5,0,5,"Literature","Decapping complex","Decapping complex",NA,"MI:0019- coimmunoprecipitation","Decapping complex","CORUM","Human","16364915","FBgn0004419 FBgn0032340 FBgn0036735 FBgn0036534 FBgn0034921 "
"FC2851",0,0,3,0,3,0,3,"Literature","Slx5p/Slx8p complex","Slx5p/Slx8p complex",NA,"Biochemical Activity","Slx5p/Slx8p complex","CYC2008","Yeast","17848550","FBgn0030693 FBgn0034031 FBgn0040968 "
"FC2852",0,1,1,0,2,0.5,2,"Literature","cellular process","cellular process",NA,"Predicted by MS data (cluster was obtained from literature)","HT_DM_Cluster527","Additional publication","Fly","22036573","FBgn0000448 FBgn0003074 "
"FC2853",0,0,2,0,2,0,2,"Literature","Mammalian cleavage factor I (CF Im)","Mammalian cleavage factor I (CF Im)",NA,"MI:0019- coimmunoprecipitation","Mammalian cleavage factor I (CF Im)","CORUM","Human","17172643","FBgn0035872 FBgn0035987 "
"FC2854",0,1,3,0,4,0.25,4,"Literature","Eya1/3-Dach1/2-Six1 complex","Eya1/3-Dach1/2-Six1 complex",NA,"MI:0402- chromatin immunoprecipitation assays","Eya1/3-Dach1/2-Six1 complex","CORUM","Mus musculus","14628042","FBgn0000320 FBgn0005677 FBgn0027364 FBgn0003460 "
"FC2855",0,0,2,0,2,0,2,"Literature","synaptic vesicle transport","synaptic vesicle transport;synaptic transmission;vesicle-mediated transport;transmission of nerve impulse;intracellular transport",NA,"Predicted by MS data (cluster was obtained from literature)","HT_DM_Cluster521","Additional publication","Fly","22036573","FBgn0024833 FBgn0040281 "
"FC2856",0,0,8,0,8,0,8,"Literature","TNF-alpha/NF-kappa B signaling complex 7","TNF-alpha/NF-kappa B signaling complex 7",NA,"MI:0676- tandem affinity purification","TNF-alpha/NF-kappa B signaling complex 7","CORUM","Human","14743216","FBgn0035425 FBgn0046689 FBgn0001233 FBgn0086358 FBgn0029174 FBgn0011573 FBgn0039015 FBgn0026323 "
"FC2857",0,0,11,0,11,0,11,"Literature","Nuclear exosome complex","Nuclear exosome complex",NA,"Affinity Capture-MS","Nuclear exosome complex","CYC2008","Yeast","10465791","FBgn0039183 FBgn0032487 FBgn0034879 FBgn0030711 FBgn0038269 FBgn0030789 FBgn0036916 FBgn0037815 FBgn0034065 FBgn0032346 FBgn0260648 "
"FC2859",0,1,13,0,14,0.0714285714285714,14,"Literature","RC complex during S-phase of cell cycle","RC complex during S-phase of cell cycle",NA,"MI:0071- molecular sieving | MI:0029- cosedimentation through density gradients | MI:0006- anti bait coimmunoprecipitation","RC complex during S-phase of cell cycle","CORUM","Human","12006500","FBgn0260985 FBgn0010247 FBgn0012066 FBgn0034922 FBgn0004107 FBgn0004913 FBgn0032906 FBgn0010173 FBgn0000404 FBgn0030322 FBgn0259113 FBgn0004106 FBgn0020756 FBgn0004924 "
"FC286",0,0,15,0,15,0,15,"Literature","MOF complex","MOF complex",NA,"MI:0226- ion exchange chromatography | MI:0007- anti tag coimmunoprecipitation","MOF complex","CORUM","Human","15960975","FBgn0036972 FBgn0040066 FBgn0034926 FBgn0010417 FBgn0014342 FBgn0000617 FBgn0040022 FBgn0023518 FBgn0003330 FBgn0039585 FBgn0010355 FBgn0033754 FBgn0014340 FBgn0036973 FBgn0003862 "
"FC2860",0,0,2,0,2,0,2,"Literature","MDC1-p53BP1-SMC1 complex","MDC1-p53BP1-SMC1 complex",NA,"MI:0006- anti bait coimmunoprecipitation","MDC1-p53BP1-SMC1 complex","CORUM","Human","12607005","FBgn0040283 FBgn0052133 "
"FC2861",0,0,2,0,2,0,2,"Literature","SNX complex (SNX1, SNX6)","SNX complex (SNX1, SNX6)",NA,"MI:0019- coimmunoprecipitation","SNX complex (SNX1, SNX6)","CORUM","Human","17148574","FBgn0031534 FBgn0032005 "
"FC2862",0,0,2,0,2,0,2,"Literature","putative complex without known function","putative complex without known function",NA,"Predicted by MS data (cluster was obtained from literature)","HT_DM_Cluster395","Additional publication","Fly","22036573","FBgn0051855 FBgn0033260 "
"FC2863",0,0,2,0,2,0,2,"Literature","biological regulation","biological regulation",NA,"Predicted by HT data (cluster was obtained from CYC2008)","HT_SC_Cluster330","CYC2008","Yeast","","FBgn0260940 FBgn0086785 "
"FC2864",0,0,14,0,14,0,14,"Literature","PBAF complex (Polybromo- and BAF containing complex)","PBAF complex (Polybromo- and BAF containing complex)",NA,"MI:0004- affinity chromatography technologies | MI:0019- coimmunoprecipitation","PBAF complex (Polybromo- and BAF containing complex)","CORUM","Human","11078522","FBgn0000044 FBgn0002783 FBgn0025463 FBgn0000045 FBgn0000043 FBgn0000212 FBgn0039227 FBgn0025716 FBgn0011715 FBgn0000047 FBgn0030093 FBgn0000042 FBgn0042085 FBgn0000046 "
"FC2866",0,0,8,0,8,0,8,"Literature","putative complex without known function","putative complex without known function",NA,"Predicted by HT data (cluster was obtained from CYC2008)","HT_SC_Cluster98","CYC2008","Yeast","","FBgn0030696 FBgn0030208 FBgn0037365 FBgn0024555 FBgn0016698 FBgn0000451 FBgn0040273 FBgn0023177 "
"FC2867",1,1,3,0,5,0.2,5,"Literature","EIF3 core complex (EIF3A, EIF3B, EIF3G, EIF3I)","EIF3 core complex (EIF3A, EIF3B, EIF3G, EIF3I)",NA,"MI:0096- pull down","EIF3 core complex (EIF3A, EIF3B, EIF3G, EIF3I)","CORUM","Human","14688252","FBgn0015834 FBgn0034237 FBgn0038796 FBgn0029629 FBgn0037249 "
"FC2868",0,0,3,0,3,0,3,"Literature","PS1-E-cadherin-catenin complex, epithelial","PS1-E-cadherin-catenin complex, epithelial",NA,"MI:0006- anti bait coimmunoprecipitation | MI:0029- cosedimentation through density gradients","PS1-E-cadherin-catenin complex, epithelial","CORUM","Mus musculus","10635315","FBgn0019947 FBgn0000117 FBgn0010215 "
"FC2869",0,1,1,0,2,0.5,2,"Literature","Junb-Sumo1 complex","Junb-Sumo1 complex",NA,"MI:0019- coimmunoprecipitation","Junb-Sumo1 complex","CORUM","Mus musculus","10788439","FBgn0026170 FBgn0001291 "
"FC2870",0,0,3,0,3,0,3,"Literature","ABIN2-NFKB1-MAP3K8 complex","ABIN2-NFKB1-MAP3K8 complex",NA,"MI:0096- pull down","ABIN2-NFKB1-MAP3K8 complex","CORUM","Human","15169888","FBgn0029688 FBgn0014018 FBgn0260632 "
"FC2871",0,1,11,0,12,0.0833333333333333,12,"Literature","Mi-2/NuRD-MTA2 complex","Mi-2/NuRD-MTA2 complex",NA,"MI:0019- coimmunoprecipitation","Mi-2/NuRD-MTA2 complex","CORUM","Human","15454082","FBgn0027950 FBgn0034114 FBgn0036522 FBgn0038301 FBgn0032814 FBgn0035036 FBgn0027951 FBgn0030314 FBgn0011236 FBgn0034062 FBgn0030316 FBgn0015805 "
"FC2872",0,0,3,0,3,0,3,"Literature","Cbl-Crkl-Rapgef1 complex","Cbl-Crkl-Rapgef1 complex",NA,"MI:0006- anti bait coimmunoprecipitation","Cbl-Crkl-Rapgef1 complex","CORUM","Mus musculus","10608804","FBgn0020224 FBgn0024811 FBgn0259228 "
"FC2873",0,0,6,0,6,0,6,"Literature","putative complex without known function","putative complex without known function",NA,"Predicted by MS data (cluster was obtained from literature)","HT_DM_Cluster66","Additional publication","Fly","22036573","FBgn0013763 FBgn0027791 FBgn0039776 FBgn0033149 FBgn0014002 FBgn0020238 "
"FC2874",0,0,5,0,5,0,5,"Literature","Exon junction complex (EIF4A3-MLN51-UPF3B-MAGOH-Y14)","Exon junction complex (EIF4A3-MLN51-UPF3B-MAGOH-Y14)",NA,"MI:0007- anti tag coimmunoprecipitation","Exon junction complex (EIF4A3-MLN51-UPF3B-MAGOH-Y14)","CORUM","Human","16209946","FBgn0002736 FBgn0033378 FBgn0045862 FBgn0037573 FBgn0034923 "
"FC2875",0,0,5,0,5,0,5,"Literature","putative complex without known function","putative complex without known function",NA,"Predicted by HT data (cluster was obtained from CYC2008)","HT_SC_Cluster234","CYC2008","Yeast","","FBgn0026441 FBgn0010416 FBgn0035922 FBgn0037446 FBgn0025838 "
"FC2876",0,0,3,0,3,0,3,"Literature","putative complex without known function","putative complex without known function",NA,"Predicted by MS data (cluster was obtained from literature)","HT_DM_Cluster238","Additional publication","Fly","22036573","FBgn0260746 FBgn0259734 FBgn0027083 "
"FC2877",1,1,4,0,6,0.166666666666667,6,"Literature","SMAD3/4-E2F4/5-p107-DP1 complex","SMAD3/4-E2F4/5-p107-DP1 complex",NA,"MI:0007- anti tag coimmunoprecipitation | MI:0402- chromatin immunoprecipitation assays","SMAD3/4-E2F4/5-p107-DP1 complex","CORUM","Human","12150994","FBgn0011763 FBgn0038390 FBgn0024371 FBgn0011655 FBgn0015799 FBgn0025800 "
"FC2878",0,0,3,0,3,0,3,"Literature","RENT","RENT",NA,"myc9-Net1","RENT","PINdb","Yeast","10219244","FBgn0032915 FBgn0024291 FBgn0031952 "
"FC2879",0,1,6,0,7,0.142857142857143,7,"Literature","ESCRT-III complex","ESCRT-III complex",NA,"MI:0007- anti tag coimmunoprecipitation","ESCRT-III complex","CORUM","Human","14519844","FBgn0086656 FBgn0035589 FBgn0036740 FBgn0036805 FBgn0037231 FBgn0034744 FBgn0039402 "
"FC288",0,0,2,0,2,0,2,"Literature","putative complex without known function","putative complex without known function",NA,"Predicted by HT data (cluster was obtained from CYC2008)","HT_SC_Cluster256","CYC2008","Yeast","","FBgn0038889 FBgn0004367 "
"FC2880",0,0,2,0,2,0,2,"Literature","putative complex without known function","putative complex without known function",NA,"Predicted by MS data (cluster was obtained from literature)","HT_DM_Cluster492","Additional publication","Fly","22036573","FBgn0000406 FBgn0039723 "
"FC2881",0,0,2,0,2,0,2,"Literature","DNA ligase IV-XRCC1 complex","DNA ligase IV-XRCC1 complex",NA,"MI:0004- affinity chromatography technologies","DNA ligase IV-XRCC1 complex","CORUM","Human","7760816","FBgn0026751 FBgn0030506 "
"FC2882",0,0,4,0,4,0,4,"Literature","GIPC1-NTRK1-RGS19 complex","GIPC1-NTRK1-RGS19 complex",NA,"MI:0019- coimmunoprecipitation","GIPC1-NTRK1-RGS19 complex","CORUM","Human","11251075","FBgn0028743 FBgn0040505 FBgn0032484 FBgn0010504 "
"FC2883",0,0,3,0,3,0,3,"Literature","putative complex without known function","putative complex without known function",NA,"Predicted by HT data (cluster was obtained from CYC2008)","HT_SC_Cluster41","CYC2008","Yeast","","FBgn0038420 FBgn0002031 FBgn0010551 "
"FC2884",0,0,3,0,3,0,3,"Literature","EKC/KEOPS protein complex","EKC/KEOPS protein complex",NA,"Affinity Capture-Western,Affinity Capture-MS","EKC/KEOPS protein complex","CYC2008","Yeast","16564010","FBgn0036615 FBgn0035590 FBgn0260224 "
"FC2885",0,0,3,0,3,0,3,"Literature","putative complex without known function","putative complex without known function",NA,"Predicted by MS data (cluster was obtained from literature)","HT_DM_Cluster231","Additional publication","Fly","22036573","FBgn0034406 FBgn0005536 FBgn0035206 "
"FC2886",0,0,1,1,2,0,2,"Literature","MAP2K5-PRKCI-SQSTM1 complex","MAP2K5-PRKCI-SQSTM1 complex",NA,"MI:0019- coimmunoprecipitation","MAP2K5-PRKCI-SQSTM1 complex","CORUM","Human","12813044","FBgn0261854 FBgn0003231 "
"FC2887",0,0,4,0,4,0,4,"Literature","ubiquitin ligase ERAD-L complex","ubiquitin ligase ERAD-L complex",NA,"Affinity Capture-MS","ubiquitin ligase ERAD-L complex","CYC2008","Yeast","16873066","FBgn0038438 FBgn0039875 FBgn0032398 FBgn0028475 "
"FC2888",0,0,12,0,12,0,12,"Literature","translational initiation","translational initiation;translation;cellular macromolecule biosynthetic process;cellular protein metabolic process;cellular macromolecule metabolic process",NA,"Predicted by HT data (cluster was obtained from CYC2008)","HT_SC_Cluster88","CYC2008","Yeast","","FBgn0023213 FBgn0015218 FBgn0001149 FBgn0039622 FBgn0035709 FBgn0035823 FBgn0040368 FBgn0033603 FBgn0023526 FBgn0035860 FBgn0260634 FBgn0010488 "
"FC2889",0,0,3,0,3,0,3,"Literature","TRPC1-TRPC3-TRPC7 complex","TRPC1-TRPC3-TRPC7 complex",NA,"MI:0019- coimmunoprecipitation","TRPC1-TRPC3-TRPC7 complex","CORUM","Human","15972814","FBgn0003861 FBgn0032593 FBgn0005614 "
"FC289",0,0,4,0,4,0,4,"Literature","ITGA11-ITGB1 complex","ITGA11-ITGB1 complex;Itgax-Itgb2-Icam4 complex",NA,"MI:0004- affinity chromatography technologies","Itgax-Itgb2-Icam4 complex","CORUM","Mus musculus","16985175","FBgn0034005 FBgn0034880 FBgn0004657 FBgn0003328 "
"FC2890",0,0,12,1,13,0,13,"Literature","PABPC1-HSPA8-HNRPD-EIF4G1 complex","PABPC1-HSPA8-HNRPD-EIF4G1 complex",NA,"MI:0019- coimmunoprecipitation","PABPC1-HSPA8-HNRPD-EIF4G1 complex","CORUM","Human","10205060","FBgn0023213 FBgn0001216 FBgn0051354 FBgn0013277 FBgn0001219 FBgn0001230 FBgn0013276 FBgn0013278 FBgn0261619 FBgn0013275 FBgn0013279 FBgn0260634 FBgn0086897 "
"FC2891",0,0,21,0,21,0,21,"Literature","WNT-Core","WNT-Core",NA,"","WNT-Core","SignaLink","Fly","","FBgn0000499 FBgn0016797 FBgn0001085 FBgn0010453 FBgn0000119 FBgn0004009 FBgn0015589 FBgn0015380 FBgn0010194 FBgn0003371 FBgn0250823 FBgn0000273 FBgn0085432 FBgn0004360 FBgn0002413 FBgn0011817 FBgn0027342 FBgn0015024 FBgn0000117 FBgn0026597 FBgn0027343 "
"FC2893",0,0,4,0,4,0,4,"Literature","ITGA9-ITGB1-ADAM9 complex","ITGA9-ITGB1-ADAM9 complex",NA,"MI:0004- affinity chromatography technologies","ITGA9-ITGB1-ADAM9 complex","CORUM","Human","11882657","FBgn0034880 FBgn0004657 FBgn0259110 FBgn0003328 "
"FC2894",0,0,2,0,2,0,2,"Literature","nuclear mRNA splicing, via spliceosome","nuclear mRNA splicing, via spliceosome;RNA splicing, via transesterification reactions with bulged adenosine as nucleophile;RNA splicing, via transesterification reactions;RNA splicing;mRNA processing",NA,"Predicted by MS data (cluster was obtained from literature)","HT_DM_Cluster408","Additional publication","Fly","22036573","FBgn0261067 FBgn0035675 "
"FC2895",0,1,3,0,4,0.25,4,"Literature","BMI1-HPH1-HPH2 complex","BMI1-HPH1-HPH2 complex",NA,"MI:0006- anti bait coimmunoprecipitation | MI:0029- cosedimentation through density gradients","BMI1-HPH1-HPH2 complex","CORUM","Human","9121482","FBgn0008654 FBgn0004861 FBgn0005624 FBgn0004860 "
"FC2896",0,0,4,0,4,0,4,"Literature","LAT-PLC-gamma-1-p85-GRB2-SOS signaling complex, C305 activated","LAT-PLC-gamma-1-p85-GRB2-SOS signaling complex, C305 activated",NA,"MI:0019- coimmunoprecipitation","LAT-PLC-gamma-1-p85-GRB2-SOS signaling complex, C305 activated","CORUM","Human","9489702","FBgn0020622 FBgn0001965 FBgn0003416 FBgn0004638 "
"FC2897",0,0,2,0,2,0,2,"Literature","putative complex without known function","putative complex without known function",NA,"Predicted by HT data (cluster was obtained from CYC2008)","HT_SC_Cluster367","CYC2008","Yeast","","FBgn0039904 FBgn0001965 "
"FC2898",0,0,3,0,3,0,3,"Literature","SNARE complex (STX2, SNAP23)","SNARE complex (STX2, SNAP23)",NA,"MI:0019- coimmunoprecipitation","SNARE complex (STX2, SNAP23)","CORUM","Human","10648404","FBgn0013343 FBgn0028401 FBgn0011288 "
"FC2899",0,0,2,0,2,0,2,"Literature","Gata1-Snf2h complex","Gata1-Snf2h complex",NA,"MI:0019- coimmunoprecipitation","Gata1-Snf2h complex","CORUM","Mus musculus","15920471","FBgn0011604 FBgn0001138 "
"FC29",0,0,25,1,26,0,26,"Literature","Paf1-RNA polymerase II","Paf1-RNA polymerase II",NA,"conventional; GST-tagged Cdc73; TAP-tagged Cdc73; HA-tagged Leo1","Paf1-RNA polymerase II","PINdb","Yeast","9891041,11884586,9032243","FBgn0261808 FBgn0038773 FBgn0025838 FBgn0003276 FBgn0034829 FBgn0037121 FBgn0085215 FBgn0011725 FBgn0033865 FBgn0035205 FBgn0004915 FBgn0026373 FBgn0003277 FBgn0034722 FBgn0019637 FBgn0003275 FBgn0010750 FBgn0051703 FBgn0037657 FBgn0004855 FBgn0051702 FBgn0010282 FBgn0051759 FBgn0040356 FBgn0051155 FBgn0010421 "
"FC290",0,0,3,0,3,0,3,"Literature","Vigilin-DNA-PK-Ku antigen complex","Vigilin-DNA-PK-Ku antigen complex",NA,"MI:0007- anti tag coimmunoprecipitation","Vigilin-DNA-PK-Ku antigen complex","CORUM","Human","15723802","FBgn0027835 FBgn0041627 FBgn0011774 "
"FC2900",0,2,3,0,5,0.4,5,"Literature","Prp9p/Prp11p/Prp21p complex(SF3a complex)","Prp9p/Prp11p/Prp21p complex(SF3a complex)",NA,"Affinity Capture-MS","Prp9p/Prp11p/Prp21p complex(SF3a complex)","CYC2008","Yeast","8211114","FBgn0036314 FBgn0014366 FBgn0043455 FBgn0003638 FBgn0038464 "
"FC2901",0,0,7,0,7,0,7,"Literature","BRAFT complex","BRAFT complex",NA,"MI:0006- anti bait coimmunoprecipitation","BRAFT complex","CORUM","Human","12973351","FBgn0030322 FBgn0037781 FBgn0040268 FBgn0027375 FBgn0002906 FBgn0032906 FBgn0010173 "
"FC2902",0,0,10,0,10,0,10,"Literature","Emerin architectural complex","Emerin architectural complex",NA,"MI:0004- affinity chromatography technologies | MI:0071- molecular sieving | MI:0226- ion exchange chromatography","Emerin architectural complex","CORUM","Human","17620012","FBgn0000044 FBgn0002525 FBgn0004167 FBgn0000045 FBgn0000043 FBgn0250789 FBgn0010397 FBgn0000047 FBgn0000042 FBgn0000046 "
"FC2903",0,0,3,0,3,0,3,"Literature","AFF1-MLLT1-CBX8 complex","AFF1-MLLT1-CBX8 complex",NA,"MI:0027- cosedimentation","AFF1-MLLT1-CBX8 complex","CORUM","Human","15856011","FBgn0026441 FBgn0041111 FBgn0003042 "
"FC2904",0,0,3,0,3,0,3,"Literature","LIN2-LIN7-SAP97 complex","LIN2-LIN7-SAP97 complex",NA,"MI:0019- coimmunoprecipitation","LIN2-LIN7-SAP97 complex","CORUM","Human","11865057","FBgn0039269 FBgn0001624 FBgn0013759 "
